Account Number,Transaction Description,Transaction Date,Transaction Type,Transaction Amount,Balance
X#X#,Withdrawal from MYINVESTMENTACCT BUY INVESTMENT,08/28/23,Debit,44.44,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/28/23,Debit,26.67,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/28/23,Debit,22.22,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/28/23,Debit,11.11,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/28/23,Debit,8.89,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/28/23,Debit,2.22,XX.XX
X#X#,Deposit from 360 Checking XXXXXXX3327,08/27/23,Credit,666.67,XX.XX
X#X#,Zelle money received from MIKAYLA MARIE JOHNSON,08/27/23,Credit,88.89,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/25/23,Debit,30.22,XX.XX
X#X#,Deposit from MYEMPLOYER DIRECT DEP,08/25/23,Credit,1402.55,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/23/23,Debit,23.11,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/16/23,Debit,176.0,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/15/23,Debit,59.11,XX.XX
X#X#,Withdrawal from MYINVESTMENTACCT BUY INVESTMENT,08/14/23,Debit,171.96,XX.XX
X#X#,Withdrawal from MYINVESTMENTACCT BUY INVESTMENT,08/14/23,Debit,44.44,XX.XX
X#X#,Withdrawal from MYBANK CRCARDPMT,08/14/23,Debit,2.09,XX.XX
X#X#,Deposit from VENMO CASHOUT,08/11/23,Credit,44.44,XX.XX
X#X#,Deposit from VENMO CASHOUT,08/11/23,Credit,7.56,XX.XX
X#X#,Withdrawal from MYBANK MOBILE PMT,08/11/23,Debit,1226.8,XX.XX
X#X#,Deposit from MYEMPLOYER DIRECT DEP,08/10/23,Credit,1534.97,XX.XX
